WKT,SA22022_V1_00,SA22022_V1_00_NAME,SA22022_V1_00_NAME_ASCII,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (2731663.18028313 6091232.3437688)",230600,Palmerston North Central,Palmerston North Central,1.84379868,1.84379868,1821651.4149,5529527.8153,-40.3553770373766,175.610109617004,2731663.18028313,6091232.3437688
"POINT (2729797.5241455 6089632.76377418)",230700,Awapuni North,Awapuni North,1.23350318,1.23350318,1819785.39815,5527927.5985,-40.3702726789054,175.588708455716,2729797.5241455,6089632.76377418
"POINT (2733705.27661695 6092693.01605058)",230800,Terrace End,Terrace End,1.20279709,1.20279709,1823693.9518,5530989.12415,-40.3416805448874,175.633626075999,2733705.27661695,6092693.01605058
"POINT (2728931.34154179 6088061.3967437)",230900,Maraetarata,Maraetarata,2.44208371,2.44208371,1818919.1295,5526355.71825,-40.3846475813292,175.579054787487,2728931.34154179,6088061.3967437
"POINT (2732978.36501335 6091558.05105351)",231000,Papaioea South,Papaioea South,0.60050728,0.60050728,1822966.94185,5529853.7502,-40.3520931749407,175.6254717068,2732978.36501335,6091558.05105351
"POINT (2736201.90138176 6093833.1784297)",231100,Royal Oak (Palmerston North City),Royal Oak (Palmerston North City),1.62615726,1.62615726,1826191.20715,5532129.8938,-40.330741213243,175.662593342752,2736201.90138176,6093833.1784297
"POINT (2731051.33912122 6089854.83979704)",231200,West End,West End,1.16132321,1.16132321,1821039.5356,5528149.85895,-40.3679408653917,175.603388685127,2731051.33912122,6089854.83979704
"POINT (2730151.84679728 6088765.67874429)",231300,Awapuni South,Awapuni South,1.67138378,1.67138378,1820139.89785,5527060.3075,-40.3779847650792,175.593179231957,2730151.84679728,6088765.67874429
"POINT (2732474.46282179 6090728.57506404)",231400,Milverton,Milverton,0.56450876,0.56450876,1822462.9755,5529023.9829,-40.3596954359668,175.61983251518,2732474.46282179,6090728.57506404
"POINT (2734386.930503 6091836.52524907)",231500,Ruamahanga,Ruamahanga,1.53131831,1.53131831,1824375.88965,5530132.44835,-40.3492073175813,175.641947685878,2734386.930503,6091836.52524907
"POINT (2731978.85019392 6089895.94911595)",231600,Esplanade,Esplanade,1.30575846,1.30575846,1821967.3011,5528191.0695,-40.367323560027,175.614290745631,2731978.85019392,6089895.94911595
"POINT (2732982.36561153 6090489.53940899)",231700,Hokowhitu Central,Hokowhitu Central,0.91032182,0.91032182,1822971.04535,5528784.9276,-40.3617112313826,175.625893376119,2732982.36561153,6090489.53940899
"POINT (2733882.82453735 6090943.13519735)",231800,Hokowhitu East,Hokowhitu East,1.24310273,1.24310273,1823871.7211,5529238.7436,-40.3573857914845,175.636330662058,2733882.82453735,6090943.13519735
"POINT (2731414.91642996 6087348.27309784)",231900,Turitea,Turitea,9.72038203,9.72038203,1821403.43515,5525642.6216,-40.3904091144703,175.608541195833,2731414.91642996,6087348.27309784
"POINT (2733472.25748602 6089510.68034711)",232000,Ruahine,Ruahine,1.66249596,1.66249596,1823461.16585,5527805.83015,-40.3703916669885,175.632002640019,2733472.25748602,6089510.68034711
"POINT (2729551.12836975 6085756.62401357)",232100,Linton Camp,Linton Camp,4.90483897,4.90483897,1819539.2726,5524050.3758,-40.4052325121693,175.587148062857,2729551.12836975,6085756.62401357
"POINT (2744487.22758172 6097970.23615259)",232200,Ashhurst,Ashhurst,4.20715177,4.20715177,1834478.78295,5536269.18395,-40.2912065382027,175.758527527739,2744487.22758172,6097970.23615259
"POINT (2734306.5560036 6089950.95503735)",232300,Hokowhitu South,Hokowhitu South,0.89526631,0.89526631,1824295.66555,5528246.31105,-40.3662034613594,175.64166689526,2734306.5560036,6089950.95503735
"POINT (2735537.07652907 6089572.23202765)",232400,Aokautere,Aokautere,7.11986251,7.11986251,1825526.57815,5527867.58755,-40.3692798549137,175.656283274774,2735537.07652907,6089572.23202765
"POINT (2730877.75487554 6080429.53815528)",232500,Pihauatua,Pihauatua,143.83113986,143.83113986,1820866.57965,5518721.94785,-40.452836432536,175.604624994093,2730877.75487554,6080429.53815528
"POINT (2740785.84902135 6089590.53747697)",232600,Aokautere Rural,Aokautere Rural,83.81163428,83.81163428,1830776.9448,5527886.3433,-40.3676746987686,175.718050831043,2740785.84902135,6089590.53747697
"POINT (2734551.65235077 6087283.86782627)",232700,Poutoa,Poutoa,7.0039142,7.0039142,1824541.0534,5525578.4623,-40.3901469841819,175.645493642983,2734551.65235077,6087283.86782627
"POINT (2778556.00912306 6116806.16035373)",232800,Norsewood,Norsewood,397.437274,397.437274,1868559.7257,5555117.4045,-40.1114035861649,176.151066544757,2778556.00912306,6116806.16035373
"POINT (2764921.20842622 6105127.65587614)",232900,Papatawa,Papatawa,230.0558446,230.0558446,1854919.91375,5543431.59225,-40.2207854645666,175.995862429551,2764921.20842622,6105127.65587614
"POINT (2749765.30093144 6085980.0561595)",233000,Mangatainoka,Mangatainoka,496.80830651,496.80830651,1839759.55695,5524275.2317,-40.397634528363,175.825085109187,2749765.30093144,6085980.0561595
"POINT (2753486.31165656 6092625.27121069)",233100,Woodville,Woodville,4.03940482,4.03940482,1843481.52985,5530923.08085,-40.3367383122826,175.866352226075,2753486.31165656,6092625.27121069
"POINT (2774078.08598122 6107442.53199425)",233200,Dannevirke West,Dannevirke West,2.07393805,2.07393805,1864080.6992,5545748.49615,-40.1971067840858,176.102423362693,2774078.08598122,6107442.53199425
"POINT (2774004.8847974 6105993.89867083)",233300,Dannevirke East,Dannevirke East,4.74184502,4.74184502,1864007.6056,5544299.1485,-40.2101684855618,176.102160694118,2774004.8847974,6105993.89867083
"POINT (2785097.79982493 6099085.27550264)",233400,Waitahora,Waitahora,538.21060647,538.21060647,1875106.4686,5537387.79975,-40.2687697499162,176.235343681042,2785097.79982493,6099085.27550264
"POINT (2762363.43747814 6077244.10965892)",233500,Kaitawa,Kaitawa,583.1196046,583.1196046,1852362.3461,5515536.31755,-40.4725364002355,175.976867075346,2762363.43747814,6077244.10965892
"POINT (2750585.45909516 6079619.50160878)",233600,Pahiatua,Pahiatua,3.87707064,3.87707064,1840580.16715,5517912.4896,-40.4546504319139,175.837149714578,2750585.45909516,6079619.50160878
"POINT (2746220.94926483 6057651.14649544)",233700,Nireaha-Eketahuna,Nireaha-Eketahuna,892.6536574,892.6536574,1836213.6444,5495937.16885,-40.6536415101468,175.793927640007,2746220.94926483,6057651.14649544
"POINT (2790460.6306533 6071723.05183155)",233800,Owhanga,Owhanga,1142.53992669,1142.53992669,1880471.30545,5510011.45645,-40.5132172297163,176.310385647414,2790460.6306533,6071723.05183155
"POINT (2784530.95083296 6050339.9943835)",233900,Mara,Mara,69.09321449,69.09321449,1874536.2792,5488619.2371,-40.7076113903478,176.249760472426,2784530.95083296,6050339.9943835
"POINT (2705563.21513075 6078622.73474773)",234000,Kere Kere,Kere Kere,228.6668226,228.6668226,1795546.76705,5516912.9026,-40.4754622393487,175.306836455471,2705563.21513075,6078622.73474773
"POINT (2699149.30992805 6080056.1722964)",234100,Foxton Beach,Foxton Beach,2.64176065,2.64176065,1789131.70775,5518345.97075,-40.4640467495722,175.230787186116,2699149.30992805,6080056.1722964
"POINT (2704654.59901134 6079614.41076237)",234200,Foxton North,Foxton North,4.53335992,4.53335992,1794637.9127,5517904.66445,-40.4667480162609,175.295818808317,2704654.59901134,6079614.41076237
"POINT (2705899.2312791 6077629.11252809)",234300,Foxton South,Foxton South,7.02449038,7.02449038,1795882.9209,5515919.14105,-40.4843285983835,175.311105865692,2705899.2312791,6077629.11252809
"POINT (2701067.25745306 6067818.47120079)",234400,Waitarere,Waitarere,94.70267505,94.70267505,1791050.77155,5506106.659,-40.5737860735222,175.257099759682,2701067.25745306,6067818.47120079
"POINT (2695043.75926272 6059121.24278766)",234500,Waikawa (Horowhenua District),Waikawa (Horowhenua District),62.16248855,62.16248855,1785026.78475,5497408.0916,-40.6534611913624,175.188536391678,2695043.75926272,6059121.24278766
"POINT (2720202.0963896 6071564.90271546)",234600,Miranui,Miranui,296.87956566,296.87956566,1810188.80335,5509854.6423,-40.5354152241091,175.481759998094,2720202.0963896,6071564.90271546
"POINT (2702078.45326829 6063307.43321168)",234700,Donnelly Park,Donnelly Park,1.90363244,1.90363244,1792062.2549,5501595.0366,-40.6141647175743,175.270414711524,2702078.45326829,6063307.43321168
"POINT (2698578.32060633 6056416.73596952)",234800,Ōhau-Manakau,Ohau-Manakau,42.22723382,42.22723382,1788561.76745,5494703.3587,-40.6770091465937,175.231130693282,2698578.32060633,6056416.73596952
"POINT (2703217.69325126 6063176.37511971)",234900,Kawiu South,Kawiu South,1.02386946,1.02386946,1793201.65585,5501463.9997,-40.6150787748078,175.283913891291,2703217.69325126,6063176.37511971
"POINT (2702401.35505888 6062206.49315561)",235000,Makomako,Makomako,0.85654902,0.85654902,1792385.2219,5500493.9537,-40.6240012649799,175.274566053309,2702401.35505888,6062206.49315561
"POINT (2704607.09943944 6063471.71625322)",235100,Kawiu North,Kawiu North,1.7577308,1.7577308,1794591.25605,5501759.4306,-40.6120935057024,175.300237120969,2704607.09943944,6063471.71625322
"POINT (2703272.91067567 6062260.68462113)",235200,Levin Central,Levin Central,1.04758852,1.04758852,1793256.8969,5500548.1799,-40.6233097595024,175.284847431152,2703272.91067567,6062260.68462113
"POINT (2703721.63808002 6060326.05211571)",235300,Tararua,Tararua,10.74907006,10.74907006,1793705.7097,5498613.28455,-40.6406218443912,175.290745106765,2703721.63808002,6060326.05211571
"POINT (2714361.83176109 6070119.96533747)",235400,Shannon,Shannon,2.94401163,2.94401163,1804347.4258,5508409.17125,-40.5498862922586,175.413315256239,2714361.83176109,6070119.96533747
"POINT (2704273.10864978 6062520.05494342)",235500,Queenwood (Horowhenua District),Queenwood (Horowhenua District),0.82605755,0.82605755,1794257.23245,5500807.6181,-40.6207398801913,175.296585211071,2704273.10864978,6062520.05494342
"POINT (2703724.03196484 6061629.46162317)",235600,Playford Park,Playford Park,0.85176028,0.85176028,1793708.09025,5499916.8798,-40.6288868469394,175.290372000605,2703724.03196484,6061629.46162317
"POINT (2705351.96437231 6062418.13594768)",235700,Fairfield (Horowhenua District),Fairfield (Horowhenua District),1.73854813,1.73854813,1795336.24365,5500705.7158,-40.6214028490218,175.309363487384,2705351.96437231,6062418.13594768
"POINT (2703606.10243142 6060786.16090961)",235800,Taitoko,Taitoko,0.9201367,0.9201367,1793590.1539,5499073.45575,-40.6365066608278,175.28923801442,2703606.10243142,6060786.16090961
"POINT (2704444.06451691 6061247.07734063)",235900,Waiopehu,Waiopehu,0.75925979,0.75925979,1794428.22875,5499534.45945,-40.632160084561,175.298998410882,2704444.06451691,6061247.07734063
"POINT (2713047.52708419 6058840.23474206)",236000,Makahika,Makahika,170.32284529,170.32284529,1803032.99405,5497127.3709,-40.6517562976639,175.401438298618,2713047.52708419,6058840.23474206
"POINT (2704164.8375906 6052269.78601388)",236100,Kimberley,Kimberley,129.36669274,129.36669274,1794148.91265,5490555.91755,-40.7130460854738,175.298473272629,2704164.8375906,6052269.78601388
"POINT (2671085.98177599 6037193.24936305)",236200,Kapiti Island,Kapiti Island,19.25851521,19.25851521,1761067.66505,5475478.7205,-40.8559276019723,174.910950422754,2671085.98177599,6037193.24936305
"POINT (2688735.5634819 6048601.14936089)",236300,Ōtaki Beach,Otaki Beach,3.36054515,3.36054515,1778718.07425,5486886.93205,-40.7495683773659,175.116962781839,2688735.5634819,6048601.14936089
"POINT (2693199.01441931 6049150.50642812)",236400,Forest Lakes (Kapiti Coast District),Forest Lakes (Kapiti Coast District),38.05596817,38.05596817,1783181.87805,5487436.3279,-40.7436409103077,175.169641241458,2693199.01441931,6049150.50642812
"POINT (2690643.97928823 6048165.77750367)",236500,Ōtaki,Otaki,8.45902059,8.45902059,1780626.6243,5486451.52305,-40.7530712891855,175.139680834183,2690643.97928823,6048165.77750367
"POINT (2687673.14120742 6043345.86540879)",236600,Te Horo,Te Horo,31.86276716,31.86276716,1777655.5069,5481631.29005,-40.7971124254928,175.105878530919,2687673.14120742,6043345.86540879
"POINT (2692953.69213747 6047361.89355119)",236700,Waitohu,Waitohu,0.73788662,0.73788662,1782936.5051,5485647.5558,-40.7597983261305,175.167260012007,2692953.69213747,6047361.89355119
"POINT (2680852.38385159 6036007.05511976)",236800,Waikanae Beach,Waikanae Beach,4.36515808,4.36515808,1770834.21865,5474292.2612,-40.8646317687625,175.027082054306,2680852.38385159,6036007.05511976
"POINT (2684945.4315941 6038945.39726569)",236900,Peka Peka,Peka Peka,10.0200392,10.0200392,1774927.52055,5477230.61355,-40.8373155128399,175.074796597175,2684945.4315941,6038945.39726569
"POINT (2678428.98900729 6034236.14076775)",237000,Paraparaumu Beach North,Paraparaumu Beach North,2.1439706,2.1439706,1768410.69925,5472521.37195,-40.8810766715034,174.998821517722,2678428.98900729,6034236.14076775
"POINT (2677214.53211752 6033055.63437564)",237100,Paraparaumu Beach West,Paraparaumu Beach West,1.59436234,1.59436234,1767196.1655,5471340.88075,-40.8919534983936,174.984732451047,2677214.53211752,6033055.63437564
"POINT (2682725.90560752 6036198.69781521)",237200,Waikanae Park,Waikanae Park,7.35981037,7.35981037,1772707.80315,5474483.8497,-40.862514212096,175.049246932208,2682725.90560752,6036198.69781521
"POINT (2677935.89748803 6032718.72267969)",237300,Paraparaumu Beach East,Paraparaumu Beach East,1.06717984,1.06717984,1767917.5309,5471003.9343,-40.8948393594019,174.993381701565,2677935.89748803,6032718.72267969
"POINT (2680870.63065412 6033977.46532054)",237400,Otaihanga,Otaihanga,4.47414893,4.47414893,1770852.37935,5472262.59905,-40.8829005933955,175.027855112429,2680870.63065412,6033977.46532054
"POINT (2679455.12176278 6032713.47066426)",237500,Paraparaumu North,Paraparaumu North,3.53367661,3.53367661,1769436.78275,5470998.6216,-40.8945741201181,175.011407932285,2679455.12176278,6032713.47066426
"POINT (2684166.3118194 6035780.10195471)",237600,Waikanae West,Waikanae West,4.68143266,4.68143266,1774148.24045,5474065.18385,-40.8659784470556,175.066444940217,2684166.3118194,6035780.10195471
"POINT (2694434.72616665 6040220.45343325)",237700,Ōtaki Forks,Otaki Forks,87.31787043,87.31787043,1784417.4149,5478505.45655,-40.8237607554451,175.18690180153,2694434.72616665,6040220.45343325
"POINT (2678364.45924154 6031247.66711108)",237800,Paraparaumu Central,Paraparaumu Central,4.46420698,4.46420698,1768346.0281,5469532.82505,-40.9079955964497,174.998864374307,2678364.45924154,6031247.66711108
"POINT (2682397.31484141 6027945.95034903)",237900,Maungakotukutuku,Maungakotukutuku,112.70790911,112.70790911,1772378.74695,5466230.80415,-40.9368826763713,175.047635874773,2682397.31484141,6027945.95034903
"POINT (2676938.15912244 6030410.80720385)",238000,Raumati Beach West,Raumati Beach West,1.750012,1.750012,1766919.65805,5468696.0093,-40.9158216757688,174.982163087704,2676938.15912244,6030410.80720385
"POINT (2685208.15617333 6035642.3364487)",238100,Waikanae East,Waikanae East,3.18744766,3.18744766,1775190.1176,5473927.372,-40.8669970032388,175.078838943597,2685208.15617333,6035642.3364487
"POINT (2699665.74265848 6035506.89668318)",238200,Tararua Forest Park,Tararua Forest Park,365.62526004,365.62526004,1789648.55965,5473791.22595,-40.8650038025151,175.250325680443,2699665.74265848,6035506.89668318
"POINT (2677811.02693456 6029720.05713817)",238300,Raumati Beach East,Raumati Beach East,1.42429293,1.42429293,1767792.5013,5468005.2052,-40.9218623326967,174.992708934264,2677811.02693456,6029720.05713817
"POINT (2679430.6329723 6029962.44801588)",238400,Paraparaumu East,Paraparaumu East,2.51185175,2.51185175,1769412.1443,5468247.5233,-40.9193468677547,175.011866427064,2679430.6329723,6029962.44801588
"POINT (2676968.74807321 6027583.50608093)",238500,Raumati South,Raumati South,5.64258676,5.64258676,1766950.0841,5465868.65665,-40.9412699667086,174.983285426119,2676968.74807321,6027583.50608093
"POINT (2675683.97988576 6024215.83738266)",238600,Paekākāriki,Paekakariki,5.91415914,5.91415914,1765665.0869,5462501.0207,-40.9718502295287,174.968929916381,2675683.97988576,6024215.83738266
"POINT (2659624.65813985 6011683.46255975)",238700,Mana Island,Mana Island,2.11347599,2.11347599,1749605.27435,5449969.9751,-41.0877790966055,174.78119063574,2659624.65813985,6011683.46255975
"POINT (2667481.58794808 6016360.2659551)",238800,Pukerua Bay,Pukerua Bay,8.1722617,8.1722617,1757462.23755,5454646.0465,-41.0441952559956,174.873492787574,2667481.58794808,6016360.2659551
"POINT (2670438.898395 6014893.80431166)",238900,Paekākāriki Hill,Paekakariki Hill,35.76941773,35.76941773,1760419.33805,5453179.3912,-41.0568225618104,174.90903979164,2670438.898395,6014893.80431166
"POINT (2666320.52102196 6013776.30687095)",239000,Plimmerton,Plimmerton,5.15585622,5.15585622,1756300.9969,5452062.23875,-41.06768203354,174.860338774477,2666320.52102196,6013776.30687095
"POINT (2664865.73289756 6010366.44284073)",239100,Titahi Bay North,Titahi Bay North,2.00935371,2.00935371,1754845.96575,5448652.602,-41.0986587141949,174.843887321836,2664865.73289756,6010366.44284073
"POINT (2663409.11680589 6008761.2550566)",239200,Titahi Bay South,Titahi Bay South,3.53333151,3.53333151,1753389.2692,5447047.59835,-41.1133855858403,174.826950229702,2663409.11680589,6008761.2550566
"POINT (2661899.33212582 6006719.83112169)",239300,Elsdon-Takapuwahia,Elsdon-Takapuwahia,10.29485167,10.29485167,1751879.36835,5445006.3959,-41.1320473731157,174.809479993092,2661899.33212582,6006719.83112169
"POINT (2673512.91361794 6010601.78010402)",239400,Pāuatahanui,Pauatahanui,75.94115424,75.94115424,1763492.8652,5448887.1667,-41.0948535012158,174.946735870685,2673512.91361794,6010601.78010402
"POINT (2665605.41302549 6009758.71586311)",239500,Onepoto,Onepoto,2.24148185,2.24148185,1755585.5539,5448044.83365,-41.1039894195282,174.852843689648,2665605.41302549,6009758.71586311
"POINT (2667462.70342443 6011387.24405593)",239600,Camborne,Camborne,0.83504702,0.83504702,1757442.9207,5449673.1526,-41.0889714809414,174.874534560332,2667462.70342443,6011387.24405593
"POINT (2667604.96607726 6009675.91054173)",239700,Inlet Porirua Harbour,Inlet Porirua Harbour,0,7.2655783,1757585.0129,5447961.8567,-41.104351169665,174.8766640689,2667604.96607726,6009675.91054173
"POINT (2667151.87685826 6009934.91305376)",239800,Paremata,Paremata,1.61582513,2.0218017,1757131.9677,5448220.89135,-41.1021067505583,174.87120533235,2667151.87685826,6009934.91305376
"POINT (2663240.44295799 6005160.62666614)",239900,Porirua Central,Porirua Central,6.72646548,6.72646548,1753220.24145,5443447.14185,-41.1458340344874,174.825836738839,2663240.44295799,6005160.62666614
"POINT (2666472.56847367 6008413.7164628)",240000,Papakōwhai,Papakowhai,1.43043142,1.43043142,1756452.53735,5446699.80375,-41.1159326472376,174.863505737824,2666472.56847367,6008413.7164628
"POINT (2665916.61539103 6007056.54751102)",240100,Aotea,Aotea,2.67876825,2.67876825,1755896.47115,5445342.7338,-41.1282576861798,174.85723030357,2665916.61539103,6007056.54751102
"POINT (2668061.07463325 6008670.50048832)",240200,Postgate,Postgate,1.28881841,1.28881841,1758041.00175,5446956.43515,-41.113314615923,174.882350191534,2668061.07463325,6008670.50048832
"POINT (2667290.99738736 6007944.06746152)",240300,Ascot Park,Ascot Park,1.11960262,1.11960262,1757270.88215,5446230.09555,-41.1200034917977,174.873368346913,2667290.99738736,6007944.06746152
"POINT (2668783.4586488 6008225.89685056)",240400,Whitby,Whitby,2.0386738,2.0386738,1758763.31105,5446511.7774,-41.1171770774289,174.891063724428,2668783.4586488,6008225.89685056
"POINT (2659754.71138799 5985412.11537204)",253900,Melrose,Melrose,0.33286797,0.33286797,1749732.1843,5423700.14595,-41.324276952641,174.78913390799,2659754.71138799,5985412.11537204
"POINT (2665582.4697103 6005546.30552478)",240500,Porirua East,Porirua East,1.20978785,1.20978785,1755562.1826,5443832.58145,-41.141918170106,174.853632671744,2665582.4697103,6005546.30552478
"POINT (2669887.87073726 6008489.09593262)",240600,Endeavour,Endeavour,3.12804934,3.12804934,1759867.70925,5446774.86545,-41.1145918408954,174.904143050981,2669887.87073726,6008489.09593262
"POINT (2666342.78751158 6005777.48755406)",240700,Cannons Creek North,Cannons Creek North,1.05706431,1.05706431,1756322.48745,5444063.68125,-41.139691411696,174.862628781578,2666342.78751158,6005777.48755406
"POINT (2667824.21953599 6006839.31476948)",240800,Waitangirua,Waitangirua,1.22400549,1.22400549,1757803.96515,5445125.32855,-41.1298465012351,174.87999897541,2667824.21953599,6006839.31476948
"POINT (2665260.81795392 6004477.51557129)",240900,Ranui Heights,Ranui Heights,2.3541293,2.3541293,1755240.43165,5442763.86655,-41.151601752432,174.850071218713,2665260.81795392,6004477.51557129
"POINT (2667084.90047264 6006035.58580424)",241000,Cannons Creek East,Cannons Creek East,1.45607259,1.45607259,1757064.593,5444321.69825,-41.1372251435661,174.871400636838,2667084.90047264,6006035.58580424
"POINT (2666613.88519426 6004637.9120838)",241100,Cannons Creek South,Cannons Creek South,1.4079365,1.4079365,1756593.44735,5442924.1226,-41.1498988754124,174.866146650842,2666613.88519426,6004637.9120838
"POINT (2688241.0103021 6016773.07060954)",241200,Akatarawa,Akatarawa,334.14766044,334.14766044,1778221.56,5455057.07405,-41.036216511058,175.120217152266,2688241.0103021,6016773.07060954
"POINT (2681156.08200559 6008517.34798167)",241300,Riverstone Terraces,Riverstone Terraces,2.23627391,2.23627391,1771135.6622,5446801.95755,-41.1120521617129,175.038266640847,2681156.08200559,6008517.34798167
"POINT (2679474.12944549 6005588.02189691)",241400,Heretaunga,Heretaunga,3.26094579,3.26094579,1769453.3786,5443872.8273,-41.1387741434535,175.019050622432,2679474.12944549,6005588.02189691
"POINT (2687531.74784833 6011265.51354387)",241500,Birchville-Brown Owl,Birchville-Brown Owl,8.98518311,8.98518311,1777511.64395,5449549.4349,-41.0859513426575,175.113364304516,2687531.74784833,6011265.51354387
"POINT (2681781.57745596 6007297.06259256)",241600,Poets Block,Poets Block,1.24243801,1.24243801,1771760.9987,5445581.59655,-41.1229062399521,175.046051277805,2681781.57745596,6007297.06259256
"POINT (2680988.61486736 6006648.74382002)",241700,Brentwood (Upper Hutt City),Brentwood (Upper Hutt City),0.98266304,0.98266304,1770967.96715,5444933.3692,-41.1289091550197,175.036790760623,2680988.61486736,6006648.74382002
"POINT (2444046.972687 5767733.27373071)",313200,Oxford,Oxford,11.81747088,11.81747088,1534058.5804,5206112.1236,-43.2949296373522,172.187088524615,2444046.972687,5767733.27373071
"POINT (2678600.41387425 6004287.55043598)",241800,Silverstream (Upper Hutt City),Silverstream (Upper Hutt City),2.64412631,2.64412631,1768579.51965,5442572.46865,-41.1506625609327,175.00900205197,2678600.41387425,6004287.55043598
"POINT (2682781.74888969 6007574.27111252)",241900,Elderslea,Elderslea,1.39528773,1.39528773,1772761.1925,5445858.6895,-41.120199613753,175.057880503259,2682781.74888969,6007574.27111252
"POINT (2681721.56929465 6006196.53872837)",242000,Trentham North,Trentham North,1.02386559,1.02386559,1771700.852,5444481.07725,-41.1328261495388,175.045643038354,2681721.56929465,6006196.53872837
"POINT (2685039.64555344 6008728.76570172)",242100,Totara Park,Totara Park,1.72406495,1.72406495,1775019.21955,5447012.9303,-41.1093255610615,175.084431694524,2685039.64555344,6008728.76570172
"POINT (2681275.38170671 6004420.391746)",242200,Trentham South,Trentham South,8.12478367,8.12478367,1771254.4413,5442704.98525,-41.1489093514553,175.040823521889,2681275.38170671,6004420.391746
"POINT (2687723.78519217 6003403.46887406)",242300,Mangaroa,Mangaroa,154.56821504,154.56821504,1777702.6198,5441687.2236,-41.1566843787945,175.117911535015,2687723.78519217,6003403.46887406
"POINT (2684007.95321621 6007705.56143278)",242400,Ebdentown,Ebdentown,0.91108117,0.91108117,1773987.4023,5445989.83615,-41.1187572392901,175.072440494443,2684007.95321621,6007705.56143278
"POINT (2683010.86732126 6006601.43534615)",242500,Wallaceville,Wallaceville,0.70170607,0.70170607,1772990.18415,5444885.821,-41.1289088306719,175.060880595285,2683010.86732126,6006601.43534615
"POINT (2687093.66715239 6009019.5824114)",242600,Maoribank,Maoribank,3.48570622,3.48570622,1777073.2769,5447303.50715,-41.1062647140737,175.108795481621,2687093.66715239,6009019.5824114
"POINT (2690056.15986077 6010887.83984595)",242700,Te Marua,Te Marua,5.4633753,5.4633753,1780036.03095,5449171.45335,-41.0887988353192,175.143509041138,2690056.15986077,6010887.83984595
"POINT (2679282.87426102 6002296.24648238)",242800,Pinehaven,Pinehaven,5.59087186,5.59087186,1769261.6993,5440581.10115,-41.1684475898846,175.01767686806,2679282.87426102,6002296.24648238
"POINT (2685244.69674527 6007827.33348163)",242900,Clouston Park,Clouston Park,1.15104865,1.15104865,1775224.1546,5446111.4617,-41.11739647349,175.087127982352,2685244.69674527,6007827.33348163
"POINT (2684306.39924561 6006769.91431349)",243000,Upper Hutt Central,Upper Hutt Central,2.2368061,2.2368061,1774285.72505,5445054.1446,-41.1271164841023,175.076257293264,2684306.39924561,6006769.91431349
"POINT (2670712.02610991 6002392.63228902)",243100,Belmont Park,Belmont Park,29.47137768,29.47137768,1760691.14035,5440678.4903,-41.169314876398,174.91554243725,2670712.02610991,6002392.63228902
"POINT (2667628.73537898 5998116.97402743)",243200,Maungaraki,Maungaraki,2.11021135,2.11021135,1757607.4576,5436403.33675,-41.2084098220449,174.879903044002,2667628.73537898,5998116.97402743
"POINT (2666597.83628647 5997338.50258008)",243300,Korokoro,Korokoro,1.84546091,1.84546091,1756576.5126,5435625.01455,-41.2156171879493,174.86781182573,2666597.83628647,5997338.50258008
"POINT (2673002.23653597 6001964.70000004)",243400,Kelson,Kelson,5.35851067,5.35851067,1762981.2082,5440250.312,-41.1727125228716,174.942940538873,2673002.23653597,6001964.70000004
"POINT (2668756.01342835 5998643.54904136)",243500,Normandale,Normandale,1.44659234,1.44659234,1758734.74605,5436929.76225,-41.2034501794544,174.893205402732,2668756.01342835,5998643.54904136
"POINT (2671139.43540184 6000077.77171776)",243600,Belmont (Lower Hutt City),Belmont (Lower Hutt City),2.36188887,2.36188887,1761118.2416,5438363.6569,-41.1900702844486,174.921240160504,2671139.43540184,6000077.77171776
"POINT (2666914.59586801 5996544.01957076)",243700,Petone Central,Petone Central,1.3017313,1.3017313,1756893.1459,5434830.52565,-41.2227087191183,174.871791028051,2666914.59586801,5996544.01957076
"POINT (2669828.85424607 5999197.20264939)",243800,Tirohanga,Tirohanga,1.18099976,1.18099976,1759807.60745,5437483.27305,-41.1982559332577,174.905849881374,2669828.85424607,5999197.20264939
"POINT (2676145.41641992 6003777.11796193)",243900,Manor Park,Manor Park,1.59236388,1.59236388,1766124.5185,5442062.32945,-41.155761592098,174.979900282481,2676145.41641992,6003777.11796193
"POINT (2668768.04358119 5997468.35205497)",244000,Alicetown-Melling,Alicetown-Melling,1.25541216,1.25541216,1758746.6166,5435754.60345,-41.214027786447,174.893652039323,2668768.04358119,5997468.35205497
"POINT (2674824.95412772 6002084.84858157)",244100,Taita North,Taita North,1.14503935,1.14503935,1764803.8791,5440370.2459,-41.1712642865514,174.964624637236,2674824.95412772,6002084.84858157
"POINT (2671381.44548298 5999039.30062583)",244200,Boulcott,Boulcott,1.5821295,1.5821295,1761360.10555,5437325.19185,-41.1993712835758,174.924396573136,2671381.44548298,5999039.30062583
"POINT (2669870.57483473 5998033.73778218)",244300,Hutt Central North,Hutt Central North,1.07097115,1.07097115,1759849.1687,5436319.8389,-41.2087220390959,174.906649378916,2669870.57483473,5998033.73778218
"POINT (2672800.45215425 5999950.52496885)",244400,Avalon West,Avalon West,1.21143924,1.21143924,1762779.17255,5438236.21775,-41.1908855571156,174.941068859043,2672800.45215425,5999950.52496885
